Date,NumNewsAllAll,AvgToneAllAll,StdToneAllAll,CvToneAllAll,NumNewsAllSpan,AvgToneAllSpan,StdToneAllSpan,CvToneAllSpan,NumNewsAllEng,AvgToneAllEng,StdToneAllEng,CvToneAllEng,NumNewsFullLan,AvgToneFullLan,StdToneFullLan,CvToneFullLan,NumNewsFullSpan,AvgToneFullSpan,StdToneFullSpan,CvToneFullSpan,NumNewsFullEng,AvgToneFullEng,StdToneFullEng,CvToneFullEng,NumNewsCmpLan,AvgToneCmpLan,StdToneCmpLan,CvToneCmpLan,NumNewsCmpSpan,AvgToneCmpSpan,StdToneCmpSpan,CvToneCmpSpan,NumNewsCmpEng,AvgToneCmpEng,StdToneCmpEng,CvToneCmpEng,NumNewsCtyLan,AvgToneCtyLan,StdToneCtyLan,CvToneCtyLan,NumNewsCtySpan,AvgToneCtySpan,StdToneCtySpan,CvToneCtySpan,NumNewsCtyEng,AvgToneCtyEng,StdToneCtyEng,CvToneCtyEng,NumNewsGovLan,AvgToneGovLan,StdToneGovLan,CvToneGovLan,NumNewsGovSpan,AvgToneGovSpan,StdToneGovSpan,CvToneGovSpan,NumNewsGovEng,AvgToneGovEng,StdToneGovEng,CvToneGovEng
20150602,698,-1.73067758,3.390035848,-2.093299722,343,-1.821577149,3.348898002,-2.440153172,71,-1.604194565,3.351526023,-2.179790256,14,-3.699180418,3.71995974,-0.96828235,12,-3.555832965,3.748882429,-0.979126007,2,-4.559265139,,,7,-3.320550092,3.57088778,-0.883918069,5,-2.825064074,3.628159483,-0.90247966,2,-4.559265139,,,2,-0.441083806,3.108247171,-2.346278553,5,-5.532501519,3.108247171,-2.346278553,0,NA,,,5,-5.532501519,3.633556261,-0.684589942,2,-0.441083806,3.633556261,-0.684589942,0,NA,,
20150603,712,-1.47439366,3.323459194,-2.120037764,317,-1.349832132,3.26791804,-2.45460358,103,-1.493437496,3.305778158,-2.359356928,48,-1.849154561,3.267847805,-0.932432115,47,-1.798107509,3.244819597,-0.897956108,1,-4.248366013,3.166721405,-2.801491175,6,-2.792217575,3.427402168,-0.913314667,5,-2.500987888,3.343685482,-0.814127848,1,-4.248366013,3.166721405,-2.801491175,21,-1.911309244,3.0488843,-2.072962883,21,-1.517553304,3.0488843,-2.072962883,0,NA,,,21,-1.517553304,2.556029017,-0.542755972,21,-1.911309244,2.556029017,-0.542755972,0,NA,,
20150604,807,-1.267478654,3.260767048,-2.201936318,370,-1.2261537,3.216191808,-2.470206248,106,-1.108132669,3.310523208,-2.256940191,17,-0.196163956,3.494864396,-1.228792516,16,-0.262772029,3.50101711,-1.20388798,1,0.869565217,3.166721405,-2.801491175,2,0.292332466,3.548523405,-1.009784486,1,-0.284900285,3.514219131,-0.920012664,1,0.869565217,3.166721405,-2.801491175,6,-0.721985883,3.169096935,-2.969936425,9,0.045829235,3.169096935,-2.969936425,0,NA,,,9,0.045829235,3.206495805,-0.855809324,6,-0.721985883,3.206495805,-0.855809324,0,NA,,
20150605,863,-0.822284547,3.147661419,-2.371799745,370,-0.886446217,3.145503518,-11.53814743,102,-1.252652392,3.186978803,-2.43510058,30,-1.498041469,3.468278755,-1.302087176,24,-0.843555233,3.502904224,-1.272024965,6,-4.115986413,2.406794352,-2.26395993,10,-2.591451023,3.559978892,-1.195551157,4,-0.304647938,3.642962925,-1.09791907,6,-4.115986413,2.406794352,-2.26395993,16,-1.027225724,3.105669345,-2.980074604,4,-0.647780563,3.105669345,-2.980074604,0,NA,,,4,-0.647780563,3.206495805,-0.855809324,16,-1.027225724,3.206495805,-0.855809324,0,NA,,
20150606,680,-0.906603995,3.104182958,-2.459787217,339,-0.775939382,3.116903125,-3.441095526,66,-1.132079731,3.092334044,-2.514609661,7,-1.239420868,3.446503835,-1.3188485,7,-1.239420868,3.4803289,-1.290142779,0,0,2.406794352,-2.26395993,0,NA,3.559978892,-1.195551157,0,NA,3.642962925,-1.09791907,0,0,2.406794352,-2.26395993,0,NA,3.029000026,-2.889801968,7,-1.239420868,3.029000026,-2.889801968,0,NA,,,7,-1.239420868,3.206495805,-0.855809324,0,NA,3.206495805,-0.855809324,0,NA,,
20150607,606,-0.483645682,3.078886015,-2.638107107,327,-0.204393925,3.088665109,-3.518750456,53,-1.142992086,3.073876163,-2.651661701,22,-2.22523344,3.402461066,-1.40106952,21,-2.2975439,3.435338542,-1.376620597,1,-0.706713781,2.406794352,-2.26395993,6,-2.367943052,3.562145453,-1.252660142,5,-2.700188906,3.656352905,-1.161949044,1,-0.706713781,2.406794352,-2.26395993,2,-2.829581994,2.895390987,-2.893718637,14,-2.077736669,2.895390987,-2.893718637,0,NA,,,14,-2.077736669,3.206495805,-0.855809324,2,-2.829581994,3.206495805,-0.855809324,0,NA,,
20150608,649,-1.156120384,3.116563863,-2.673010425,297,-1.024622853,3.149814315,-2.684622636,83,-1.499970376,3.031374114,-2.654492882,8,-1.662624892,3.496293349,-1.46328425,7,-1.619243857,3.531876172,-1.440762499,1,-1.966292135,2.406794352,-2.26395993,5,-2.902499952,3.786652017,-1.354823847,4,-3.136551906,3.90512679,-1.275610393,1,-1.966292135,2.406794352,-2.26395993,0,NA,2.926834662,-3.009201566,3,0.403833541,2.926834662,-3.009201566,0,NA,,,3,0.403833541,3.206495805,-0.855809324,0,NA,3.206495805,-0.855809324,0,NA,,
20150609,765,-1.322181312,3.086894641,-2.605531081,335,-1.330425987,3.133833101,-3.047581677,99,-0.922724402,2.990612664,-2.531970216,17,-3.320272756,3.445541855,-1.472339791,14,-2.224793175,3.482495597,-1.433940314,3,-8.4325108,2.250810126,-3.043918093,8,-4.763197627,3.72897471,-1.377186954,5,-2.561609723,3.842003946,-1.258444472,3,-8.4325108,2.250810126,-3.043918093,3,-1.083717293,2.871250888,-2.929491451,6,-2.514650659,2.871250888,-2.929491451,0,NA,,,6,-2.514650659,3.186815539,-0.8737561,3,-1.083717293,3.186815539,-0.8737561,0,NA,,
20150610,878,-1.347753847,3.08867623,-2.563426196,383,-1.426605993,3.133383316,-3.010980998,113,-1.450885501,3.032190245,-2.484991744,22,-1.893448304,3.458870165,-1.59211704,22,-1.893448304,3.496055023,-1.558828528,0,0,2.250810126,-3.043918093,5,-3.37410714,3.72897471,-1.377186954,5,-3.37410714,3.842003946,-1.258444472,0,0,2.250810126,-3.043918093,4,-0.790778654,2.99053349,-3.436908048,13,-1.663247105,2.99053349,-3.436908048,0,NA,,,13,-1.663247105,3.124268035,-0.867898197,4,-0.790778654,3.124268035,-0.867898197,0,NA,,
20150611,825,-1.079765377,3.082154799,-2.584163202,355,-1.042584132,3.108472722,-3.799093596,108,-0.943528874,3.053400885,-2.578571498,17,-3.138874473,3.408780995,-1.623897944,16,-2.989157181,3.443996748,-1.582669945,1,-5.534351145,2.204294032,-3.837084623,5,-3.45025798,3.71490986,-1.420852489,4,-2.929234689,3.828297481,-1.275470669,1,-5.534351145,2.204294032,-3.837084623,4,-3.665385039,2.92624788,-3.065059399,8,-2.681004499,2.92624788,-3.065059399,0,NA,,,8,-2.681004499,3.191301034,-0.912175927,4,-3.665385039,3.191301034,-0.912175927,0,NA,,
20150612,681,-1.021461862,3.100744915,-2.628566519,315,-1.281740714,3.13693892,-3.263122107,89,-1.114737661,3.049881334,-2.578622601,11,-3.276872504,3.335812766,-1.543353593,10,-3.339909471,3.370446481,-1.520131169,1,-2.646502836,2.545225984,-2.175701075,2,-3.102158661,3.660102671,-1.384052527,1,-3.557814485,3.803139967,-1.280775816,1,-2.646502836,2.545225984,-2.175701075,3,-1.503728422,2.913202567,-2.540563823,6,-4.221682492,2.913202567,-2.540563823,0,NA,,,6,-4.221682492,3.132824217,-0.911316273,3,-1.503728422,3.132824217,-0.911316273,0,NA,,
20150613,484,-1.015348259,3.091324035,-2.640488664,243,-1.2743954,3.111780472,-3.143016483,37,-0.526537944,3.074519928,-2.527928917,14,-4.868152619,3.31511065,-1.575021692,13,-5.044479977,3.348077905,-1.553761007,1,-2.575896964,2.545225984,-2.175701075,2,-3.211025405,3.634602556,-1.374816198,1,-3.846153846,3.771094689,-1.272712736,1,-2.575896964,2.545225984,-2.175701075,1,-3.846153846,2.903099342,-2.630232009,11,-5.262357456,2.903099342,-2.630232009,0,NA,,,11,-5.262357456,3.108915176,-0.907983573,1,-3.846153846,3.108915176,-0.907983573,0,NA,,
20150614,509,-0.721869762,3.075756174,-2.680949979,257,-0.890792454,3.100980547,-3.255823692,47,-1.094108994,3.070909732,-2.560806979,24,-2.692578894,3.264876983,-1.723569121,24,-2.692578894,3.295298165,-1.708176019,0,0,2.545225984,-2.175701075,3,-0.271125665,3.69515751,-1.533315767,3,-0.271125665,3.854349175,-1.448022278,0,0,2.545225984,-2.175701075,0,NA,2.757540612,-2.872773277,21,-3.038500784,2.757540612,-2.872773277,0,NA,,,21,-3.038500784,3.108915176,-0.907983573,0,NA,3.108915176,-0.907983573,0,NA,,
20150615,602,-0.632602992,3.067805919,-2.745483904,264,-0.767643297,3.103635892,-3.351198135,86,-1.269595145,3.050239302,-2.601676913,12,-2.110204478,3.289837054,-1.727086654,11,-1.908008038,3.319886566,-1.712295394,1,-4.334365325,2.545225984,-2.175701075,1,-4.334365325,3.69515751,-1.533315767,0,NA,3.854349175,-1.448022278,1,-4.334365325,2.545225984,-2.175701075,1,-0.896860987,2.877498247,-2.752976857,10,-2.009122743,2.877498247,-2.752976857,0,NA,,,10,-2.009122743,3.096334629,-0.913688467,1,-0.896860987,3.096334629,-0.913688467,0,NA,,
20150616,767,-0.913682674,3.074482471,-2.786486713,324,-1.044093086,3.094238268,-3.543591274,124,-1.458590664,3.065976859,-2.684664016,45,-3.356526613,3.439350192,-1.739903759,40,-3.160387123,3.448806748,-1.663813048,5,-4.925642533,2.919680437,-7.332263811,13,-4.104817228,3.885699373,-1.638494643,8,-3.591801413,3.95388133,-1.380143722,5,-4.925642533,2.919680437,-7.332263811,10,-3.164457396,2.907817295,-2.597395555,22,-3.001659076,2.907817295,-2.597395555,0,NA,,,22,-3.001659076,3.415072106,-1.038137189,10,-3.164457396,3.415072106,-1.038137189,0,NA,,
20150617,822,-0.776883564,3.055816637,-2.827138787,388,-0.841433585,3.080406838,-4.167940854,103,-0.501872244,3.059131755,-2.771751106,24,-2.565627057,3.40751386,-1.786072632,21,-2.488559898,3.416574198,-1.687076969,3,-3.105097167,2.880948416,-9.70211203,6,-2.465155501,3.895649197,-1.766271562,3,-1.825213834,3.991338007,-1.430896764,3,-3.105097167,2.880948416,-9.70211203,1,-5.425867508,2.848817664,-2.553252299,17,-2.432838168,2.848817664,-2.553252299,0,NA,,,17,-2.432838168,3.404539656,-1.04384523,1,-5.425867508,3.404539656,-1.04384523,0,NA,,
20150618,799,-1.050067483,3.045894965,-2.823086944,364,-0.913261166,3.068409179,-6.983223191,152,-1.393897714,3.030310891,-2.773188805,20,-2.414078911,3.369088732,-1.85440222,14,-3.022045211,3.392070734,-1.750637765,6,-0.99549088,2.711091128,-7.88905358,7,-1.143975572,3.813359478,-1.801320516,1,-2.034883721,3.960059405,-1.440621226,6,-0.99549088,2.711091128,-7.88905358,2,1.97044335,2.838223972,-2.647908651,11,-4.019512357,2.838223972,-2.647908651,0,NA,,,11,-4.019512357,3.434601925,-1.088135512,2,1.97044335,3.434601925,-1.088135512,0,NA,,
20150619,772,-0.683801973,3.037377842,-2.875445932,332,-0.709797824,3.060465664,-3.637429749,119,-0.895464677,3.028102684,-2.803564324,14,-2.10846681,3.380073697,-1.917468919,10,-2.431865845,3.407839218,-1.814015767,4,-1.299969222,2.667697204,-8.013193092,4,-1.299969222,3.802122593,-1.811232983,0,NA,3.960059405,-1.440621226,4,-1.299969222,2.667697204,-8.013193092,0,NA,2.897136899,-2.804557799,10,-2.431865845,2.897136899,-2.804557799,0,NA,,,10,-2.431865845,3.434601925,-1.088135512,0,NA,3.434601925,-1.088135512,0,NA,,
20150620,535,-0.428749216,3.031889099,-2.936375586,256,-0.190907051,3.055364117,-3.986529498,54,-1.241188459,3.017816569,-2.885118892,7,-0.404535468,3.356751088,-1.904332031,7,-0.404535468,3.382230428,-1.80321926,0,0,2.667697204,-8.013193092,1,-0.616522811,3.812887447,-1.852702087,1,-0.616522811,3.982085779,-1.482907086,0,0,2.667697204,-8.013193092,0,NA,2.866771829,-2.650927943,6,-0.369204245,2.866771829,-2.650927943,0,NA,,,6,-0.369204245,3.434601925,-1.088135512,0,NA,3.434601925,-1.088135512,0,NA,,
20150621,655,-0.811337275,3.025740924,-2.958993002,309,-0.46811239,3.047160932,-3.572165933,72,-2.330648448,3.021992036,-2.925594335,13,-1.557562453,3.334002682,-1.918364585,9,-0.901871549,3.366355416,-1.81042907,4,-3.032866986,2.813412672,-4.531802798,5,-3.34351954,3.694888556,-1.991971266,1,-4.586129754,3.923414126,-1.611820846,4,-3.032866986,2.813412672,-4.531802798,2,-0.335320417,2.86691192,-2.585103128,6,-0.476678892,2.86691192,-2.585103128,0,NA,,,6,-0.476678892,3.418610521,-1.062857111,2,-0.335320417,3.418610521,-1.062857111,0,NA,,
20150622,740,-0.737288372,3.01850805,-2.992382086,306,-0.642824717,3.038058944,-4.998830149,145,-0.611845272,3.018162931,-3.000024873,11,-0.597242394,3.324478203,-1.956890679,9,-0.536552049,3.363230262,-1.834836414,2,-0.870348948,2.808298325,-4.400035875,4,-1.281981725,3.652292648,-2.048657294,2,-1.693614502,3.912639181,-1.625482916,2,-0.870348948,2.808298325,-4.400035875,2,0.417206093,2.863450911,-2.651309359,5,-0.455230324,2.863450911,-2.651309359,0,NA,,,5,-0.455230324,3.418610521,-1.062857111,2,0.417206093,3.418610521,-1.062857111,0,NA,,
20150623,719,-1.19284825,3.024201989,-2.973979163,310,-1.194118961,3.040141752,-4.152912166,101,-1.096919927,3.046904519,-2.926107431,20,-2.618962746,3.391145272,-1.915625951,16,-1.546596556,3.387356017,-1.823659608,4,-6.90842751,3.377827208,-2.980875691,5,-6.585743521,3.785176903,-1.931538837,1,-5.295007564,3.946784693,-1.596530575,4,-6.90842751,3.377827208,-2.980875691,4,0.828319761,2.954811096,-2.531070618,11,-2.069437851,2.954811096,-2.531070618,0,NA,,,11,-2.069437851,3.407945935,-1.06800783,4,0.828319761,3.407945935,-1.06800783,0,NA,,
20150624,769,-0.999677995,3.023956109,-2.976165904,346,-0.959430947,3.045132997,-3.768432473,83,-0.698525053,3.033472025,-2.952642588,26,-3.023436107,3.39574888,-1.990190035,25,-2.930698338,3.398046218,-1.913067876,1,-5.341880342,3.357646614,-2.850116081,4,-4.768420814,3.74048408,-1.939442264,3,-4.577267637,3.900500559,-1.634657886,1,-5.341880342,3.357646614,-2.850116081,2,-0.838370867,3.016633104,-2.720268072,20,-2.89294569,3.016633104,-2.720268072,0,NA,,,20,-2.89294569,3.391565199,-1.067535472,2,-0.838370867,3.391565199,-1.067535472,0,NA,,
20150625,801,-1.15585716,3.018756162,-2.952774422,392,-1.206076341,3.035943853,-4.394109239,86,-0.65607957,3.036374733,-2.898014238,15,-2.353657454,3.368117962,-1.981488185,14,-2.200399107,3.372067135,-1.912110791,1,-4.499274311,3.324675424,-2.721243795,9,-2.093773627,3.687089129,-1.915167226,8,-1.793086042,3.840098461,-1.638633487,1,-4.499274311,3.324675424,-2.721243795,0,NA,2.991756583,-2.707892783,6,-2.743483193,2.991756583,-2.707892783,0,NA,,,6,-2.743483193,3.391565199,-1.067535472,0,NA,3.391565199,-1.067535472,0,NA,,
20150626,863,-1.073864669,3.029782726,-2.956646599,382,-1.149601757,3.043448879,-5.4428067,81,-0.980806284,3.053597714,-2.883687283,17,-2.609221605,3.340017609,-2.00182179,16,-2.209797955,3.343846811,-1.935638031,1,-9,3.299886869,-2.716471955,8,-3.220247795,3.634983571,-1.984233344,7,-2.394568909,3.777686149,-1.737930689,1,-9,3.299886869,-2.716471955,1,0.292825769,2.977875945,-2.680751795,8,-2.360951336,2.977875945,-2.680751795,0,NA,,,8,-2.360951336,3.37482736,-1.0662794,1,0.292825769,3.37482736,-1.0662794,0,NA,,
20150627,709,-0.946309845,3.035987886,-2.971050879,332,-0.985123865,3.042594424,-7.199539291,88,-0.588490558,3.077690333,-2.976196336,25,-2.848968352,3.336626541,-2.018765938,22,-2.713837087,3.344125469,-1.949219663,3,-3.839930968,3.262942745,-2.779493223,15,-3.317296363,3.61309182,-2.020088927,12,-3.186637712,3.756074329,-1.77817023,3,-3.839930968,3.262942745,-2.779493223,1,0.822481151,2.975307643,-2.694974185,9,-2.476360502,2.975307643,-2.694974185,0,NA,,,9,-2.476360502,3.37482736,-1.0662794,1,0.822481151,3.37482736,-1.0662794,0,NA,,
20150628,650,-1.206740684,3.030237687,-2.947834276,298,-1.219122991,3.037119882,-4.501347587,69,-1.252372491,3.064589767,-2.940758151,32,-1.654358243,3.319133134,-2.111676541,32,-1.654358243,3.325387702,-2.053496452,0,0,3.262942745,-2.779493223,14,-2.156396244,3.590343787,-2.164232745,14,-2.156396244,3.721307838,-1.975690799,0,0,3.262942745,-2.779493223,3,-1.260812681,2.946445784,-2.784856712,15,-1.264498555,2.946445784,-2.784856712,0,NA,,,15,-1.264498555,3.410196322,-1.07484143,3,-1.260812681,3.410196322,-1.07484143,0,NA,,
20150629,827,-1.21598,3.020438243,-2.916735634,379,-1.40437708,3.022155623,-3.873046474,113,-0.888562886,3.059233911,-2.941179555,36,-2.896102571,3.300053577,-2.140536613,31,-2.76481111,3.287941397,-2.052328001,5,-3.71010963,3.375178346,-3.078544094,20,-3.482951021,3.572282332,-2.288697531,15,-3.407231485,3.654747129,-2.038254582,5,-3.71010963,3.375178346,-3.078544094,1,-4.136253041,2.915205265,-2.690830939,15,-2.030961273,2.915205265,-2.690830939,0,NA,,,15,-2.030961273,3.407621035,-1.085335316,1,-4.136253041,3.407621035,-1.085335316,0,NA,,
20150630,883,-1.271948873,3.010709797,-2.880591417,403,-1.169161649,3.013305145,-6.729494856,106,-1.409725581,3.054857118,-2.876089783,24,-2.397129034,3.277090279,-2.146763519,19,-1.702441233,3.267710751,-2.057748047,5,-5.036942676,3.329130858,-3.056496162,9,-4.263720704,3.525007225,-2.253218363,4,-3.297193239,3.607629859,-1.991085361,5,-5.036942676,3.329130858,-3.056496162,2,0,2.913977176,-2.694122345,13,-1.473662344,2.913977176,-2.694122345,0,NA,,,13,-1.473662344,3.421145329,-1.119125388,2,0,3.421145329,-1.119125388,0,NA,,
20150701,886,-0.782803146,2.802566102,-3.557755086,414,-0.836112254,2.810248609,-5.722675065,122,-0.110987447,2.877639004,-5.319596659,23,-1.861580856,1.93511056,-1.584767369,21,-1.781861245,1.93511056,-1.584767369,2,-2.698636772,,,4,-2.590013175,,,2,-2.481389578,,,2,-2.698636772,,,5,1.33169968,1.477820563,-2.505616383,14,-2.793914671,1.477820563,-2.505616383,0,NA,,,14,-2.793914671,1.08010288,-0.272990742,5,1.33169968,1.08010288,-0.272990742,0,NA,,
20150702,905,-0.99037239,2.921134293,-3.278138141,429,-0.956997096,2.772648352,-10.37184377,112,-1.368867812,3.208747441,-3.313714392,4,-0.415732075,2.354005021,-2.378631951,4,-0.415732075,2.354005021,-2.378631951,0,0,,,0,NA,,,0,NA,,,0,0,,,3,0.45912965,1.563613482,-2.044366989,1,-3.04031725,1.563613482,-2.044366989,0,NA,,,1,-3.04031725,3.580518175,-2.487749451,3,0.45912965,3.580518175,-2.487749451,0,NA,,
20150703,736,-0.829951957,2.92773561,-3.354311819,332,-1.073571778,2.768252543,-4.41962564,93,-1.343706088,3.107325554,-3.175429546,8,-2.723196286,2.300731901,-2.014131907,8,-2.723196286,2.300731901,-2.014131907,0,0,,,0,NA,,,0,NA,,,0,0,,,2,0.156739812,1.605117264,-1.585501152,6,-3.683174986,1.605117264,-1.585501152,0,NA,,,6,-3.683174986,3.580518175,-2.487749451,2,0.156739812,3.580518175,-2.487749451,0,NA,,
20150704,764,-0.832983956,2.902313772,-3.359727074,372,-0.761647638,2.78734369,-5.71291773,81,-0.655432829,3.070177212,-3.455689056,38,-2.296846788,2.749214791,-1.384779377,35,-2.426481325,2.764221834,-1.352118728,3,-0.784443859,2.307652441,-3.363372119,12,-2.356708562,1.791679656,-1.378199372,9,-2.880796796,1.442411808,-0.843869542,3,-0.784443859,2.307652441,-3.363372119,16,-2.173735648,2.116850563,-5.810815365,10,-2.421990484,2.116850563,-5.810815365,0,NA,,,10,-2.421990484,2.736340163,-0.881268276,16,-2.173735648,2.736340163,-0.881268276,0,NA,,
20150705,1085,-0.709037254,2.803928068,-3.399864391,411,-0.466778376,2.724697437,-7.790928908,153,-0.867511848,2.974824682,-3.578713946,18,-2.498417704,2.816968067,-1.741451056,17,-2.582346393,2.836192366,-1.718309699,1,-1.071630006,2.307652441,-3.363372119,7,-2.067942433,2.390986625,-2.905658701,6,-2.233994504,2.497905619,-2.897981492,1,-1.071630006,2.307652441,-3.363372119,2,-4.977375566,2.146296296,-5.254601543,9,-2.28235228,2.146296296,-5.254601543,0,NA,,,9,-2.28235228,2.950003243,-1.069032371,2,-4.977375566,2.950003243,-1.069032371,0,NA,,
20150706,1462,-0.218981313,2.765627082,-4.107071601,517,0.048090602,2.704801676,-6.423987595,235,-1.10252441,2.874483125,-4.443273626,19,-1.584669701,2.717535423,-1.767450018,13,-0.838363,2.773426872,-1.701515544,6,-3.201667555,2.228365947,-2.564884948,9,-2.620775763,2.313468675,-2.672356341,3,-1.458992179,2.497905619,-2.897981492,6,-3.201667555,2.228365947,-2.564884948,3,-1.482223332,2.140468443,-3.575738612,7,-0.296438923,2.140468443,-3.575738612,0,NA,,,7,-0.296438923,2.950003243,-1.069032371,3,-1.482223332,2.950003243,-1.069032371,0,NA,,
20150707,1064,-0.60545756,2.770011552,-4.180187108,423,-0.851173404,2.70264276,-6.262690476,149,-0.509654724,2.88854057,-4.330288023,27,-1.670355156,3.173008918,-2.132411981,25,-1.682929839,3.233774445,-2.075872198,2,-1.513171619,2.18926889,-3.439927764,3,-1.134177554,2.847825541,-2.648418099,1,-0.376189422,3.227734792,-2.342404215,2,-1.513171619,2.18926889,-3.439927764,10,-1.002150276,2.885873473,-3.541496533,14,-2.262539557,2.885873473,-3.541496533,0,NA,,,14,-2.262539557,3.385650232,-1.554453127,10,-1.002150276,3.385650232,-1.554453127,0,NA,,
20150708,1060,-1.112506344,2.826960308,-3.912578864,471,-1.042493749,2.79875628,-5.450013761,137,-1.375266422,2.954897787,-3.908701982,24,-2.574127988,3.299659261,-2.083526871,19,-2.475531519,3.407798985,-2.138527869,5,-2.948794568,2.182327346,-1.456501119,8,-2.758960222,3.475751486,-1.743699512,3,-2.442569645,4.187856131,-1.768836338,5,-2.948794568,2.182327346,-1.456501119,4,-0.226360919,2.893227501,-4.471681907,12,-3.233495521,2.893227501,-4.471681907,0,NA,,,12,-3.233495521,3.368592858,-1.571532078,4,-0.226360919,3.368592858,-1.571532078,0,NA,,
20150709,1071,-0.674706395,2.842218098,-3.964656334,446,-0.618750841,2.837308507,-21.13552516,152,-0.988775047,2.937819327,-3.857957489,21,-0.268274373,3.299677226,-2.157546015,20,0.043921177,3.402030481,-2.202533345,1,-6.512185378,2.226233573,-1.596812916,4,-3.088033261,3.476978103,-1.832737635,3,-1.946649222,4.174899827,-1.830798977,1,-6.512185378,2.226233573,-1.596812916,0,0,2.936675011,-4.410260362,17,0.395198306,2.936675011,-4.410260362,0,NA,,,17,0.395198306,3.368592858,-1.571532078,0,0,3.368592858,-1.571532078,0,NA,,
20150710,1090,-0.783883402,2.92877758,-4.044802098,433,-0.105324015,2.901663556,-18.45079302,173,-2.347254667,3.021614306,-3.96543425,15,-2.084546125,3.334033032,-2.251321068,13,-1.87418504,3.421129896,-2.244780491,2,-3.451893177,2.580985111,-2.245075166,3,-4.670675149,3.533929947,-2.027191084,1,-7.108239095,4.174899827,-1.830798977,2,-3.451893177,2.580985111,-2.245075166,1,-2.469135802,3.013057732,-4.470733753,11,-1.344275511,3.013057732,-4.470733753,0,NA,,,11,-1.344275511,3.368592858,-1.571532078,1,-2.469135802,3.368592858,-1.571532078,0,NA,,
20150711,869,-0.382173883,2.964600681,-4.253701836,371,-0.064812624,2.949343131,-5.668161471,96,-1.159798766,3.03937232,-3.984615616,10,-0.707541551,3.350872877,-2.400818939,10,-0.707541551,3.438365927,-2.409686545,0,0,2.580985111,-2.245075166,1,-3.389830508,3.533929947,-2.027191084,1,-3.389830508,4.174899827,-1.830798977,0,0,2.580985111,-2.245075166,1,1.076233184,3.027539145,-5.954435892,8,-0.595227273,3.027539145,-5.954435892,0,NA,,,8,-0.595227273,3.368592858,-1.571532078,1,1.076233184,3.368592858,-1.571532078,0,NA,,
20150712,864,-0.693095847,2.938595985,-4.217678743,385,-0.595100963,2.927793057,-6.965592493,112,-0.772822055,2.995099885,-3.986645146,20,-1.902683052,3.300447502,-2.28807642,18,-1.836080815,3.38021151,-2.279561079,2,-2.502103185,2.559359447,-2.30766828,5,-3.345248669,3.479923931,-2.012734642,3,-3.907345659,4.080093476,-1.79077337,2,-2.502103185,2.559359447,-2.30766828,2,-2.840909091,3.022063911,-4.299310732,13,-1.203507655,3.022063911,-4.299310732,0,NA,,,13,-1.203507655,3.343109527,-1.54959145,2,-2.840909091,3.343109527,-1.54959145,0,NA,,
20150713,968,-1.091003806,2.928495933,-4.030607782,396,-1.094481672,2.90241582,-4.815803887,140,-1.334563361,3.003831182,-3.81047454,33,-1.788936685,3.326241243,-2.057705974,32,-1.817806971,3.397467184,-2.032460326,1,-0.865087539,2.559359447,-2.30766828,14,-2.569095158,3.384571262,-1.942399076,13,-2.700172667,3.81705399,-1.748064319,1,-0.865087539,2.559359447,-2.30766828,10,0.187432563,3.151637358,-3.51957233,9,-2.771322671,3.151637358,-3.51957233,0,NA,,,9,-2.771322671,3.325636466,-1.384090019,10,0.187432563,3.325636466,-1.384090019,0,NA,,
20150714,892,-0.890406803,2.930135398,-3.974518642,374,-1.086767538,2.902916865,-4.989154979,110,-0.308612396,2.997961637,-3.79720123,13,-2.257357113,3.268664044,-2.094284936,10,-2.13506324,3.366110817,-2.059683381,3,-2.665003356,2.52517658,-2.323916568,10,-2.613914436,3.178724829,-2.090200577,7,-2.592019185,3.616863534,-1.91801716,3,-2.665003356,2.52517658,-2.323916568,1,-1.361573374,3.150775482,-3.484057955,2,-0.922462367,3.150775482,-3.484057955,0,NA,,,2,-0.922462367,3.325636466,-1.384090019,1,-1.361573374,3.325636466,-1.384090019,0,NA,,
20150715,923,-0.685155468,2.943352491,-4.009680082,395,-0.82200553,2.90521566,-9.474982803,111,-0.453407544,3.002448977,-3.738931064,17,-1.459349389,3.243771973,-2.219190704,16,-1.387531176,3.346880304,-2.195114333,1,-2.608440797,2.463270067,-2.332131,3,-3.229705842,3.128961658,-2.102216264,2,-3.540338365,3.592616678,-1.919954894,1,-2.608440797,2.463270067,-2.332131,2,1.704545455,3.046546957,-3.623894293,12,-1.544076082,3.046546957,-3.623894293,0,NA,,,12,-1.544076082,3.442889945,-1.506618082,2,1.704545455,3.442889945,-1.506618082,0,NA,,
20150716,1047,-0.695815619,2.95168149,-4.035050591,475,-0.647632164,2.911780823,-5.44703487,116,-1.319971701,3.01602442,-3.760212919,23,-2.850777132,3.198924416,-2.305957851,18,-1.702528354,3.30989102,-2.333221667,5,-6.984472734,2.404587824,-2.017478985,8,-5.280739379,3.015562933,-2.025226665,3,-2.441183788,3.457009567,-1.977114646,5,-6.984472734,2.404587824,-2.017478985,5,-0.51053607,3.072167669,-4.224947436,10,-2.076927865,3.072167669,-4.224947436,0,NA,,,10,-2.076927865,3.368175774,-1.551176249,5,-0.51053607,3.368175774,-1.551176249,0,NA,,
