Date,NumNewsAllAll,AvgToneAllAll,StdToneAllAll,CvToneAllAll,NumNewsAllSpan,AvgToneAllSpan,StdToneAllSpan,CvToneAllSpan,NumNewsAllEng,AvgToneAllEng,StdToneAllEng,CvToneAllEng,NumNewsFullLan,AvgToneFullLan,StdToneFullLan,CvToneFullLan,NumNewsFullSpan,AvgToneFullSpan,StdToneFullSpan,CvToneFullSpan,NumNewsFullEng,AvgToneFullEng,StdToneFullEng,CvToneFullEng,NumNewsCmpLan,AvgToneCmpLan,StdToneCmpLan,CvToneCmpLan,NumNewsCmpSpan,AvgToneCmpSpan,StdToneCmpSpan,CvToneCmpSpan,NumNewsCmpEng,AvgToneCmpEng,StdToneCmpEng,CvToneCmpEng,NumNewsCtyLan,AvgToneCtyLan,StdToneCtyLan,CvToneCtyLan,NumNewsCtySpan,AvgToneCtySpan,StdToneCtySpan,CvToneCtySpan,NumNewsCtyEng,AvgToneCtyEng,StdToneCtyEng,CvToneCtyEng,NumNewsGovLan,AvgToneGovLan,StdToneGovLan,CvToneGovLan,NumNewsGovSpan,AvgToneGovSpan,StdToneGovSpan,CvToneGovSpan,NumNewsGovEng,AvgToneGovEng,StdToneGovEng,CvToneGovEng
20150920,975,-0.035593423,3.073858926,-2.646327053,399,-0.283006151,3.085415044,-3.275503288,132,-0.446792953,3.083065467,-2.571418184,32,-1.708032667,3.139153333,-2.803567848,26,-1.933225602,3.060058045,-3.334890324,6,-0.732196616,3.328936793,-1.680659924,18,-2.049134739,3.148130532,-2.482392874,12,-2.7076038,2.696579776,-6.317216877,6,-0.732196616,3.328936793,-1.680659924,3,-1.896459052,3.158693911,-2.99599948,11,-1.098476626,3.158693911,-2.99599948,0,NA,,,11,-1.098476626,3.056878502,-3.092432235,3,-1.896459052,3.056878502,-3.092432235,0,NA,,
20150921,1100,-0.719900754,3.068447069,-2.697591379,449,-0.925265974,3.077448187,-3.451584843,169,-0.666949921,3.080448309,-2.643512478,42,-1.802918958,3.13092763,-2.720188492,40,-1.797744282,3.061344034,-3.162386165,2,-1.906412478,3.31200829,-1.672895743,7,-1.85206244,3.112904839,-2.43321202,5,-1.830322425,2.672811269,-5.391256139,2,-1.906412478,3.31200829,-1.672895743,10,-1.826777691,3.180058196,-3.000926674,25,-1.779615289,3.180058196,-3.000926674,0,NA,,,25,-1.779615289,3.021897802,-2.605641315,10,-1.826777691,3.021897802,-2.605641315,0,NA,,
20150922,1125,-0.948413902,3.052567192,-2.707152761,484,-1.301515917,3.067479463,-3.60606931,196,-0.811591872,3.049008152,-2.620269371,31,-2.362017677,3.124974981,-2.743267112,27,-2.094430002,3.054756703,-3.216122874,4,-4.16823448,3.298833511,-1.656811933,7,-3.441496508,3.107769153,-2.403062925,3,-2.472512544,2.665421242,-5.401001922,4,-4.16823448,3.298833511,-1.656811933,5,-2.470652999,3.168774139,-3.081466429,19,-1.935726707,3.168774139,-3.081466429,0,NA,,,19,-1.935726707,3.021897802,-2.605641315,5,-2.470652999,3.021897802,-2.605641315,0,NA,,
20150923,1258,-0.904078932,3.039771757,-2.726128877,487,-1.296924202,3.05581528,-7.183302708,256,-0.642424885,3.033218248,-2.64375072,54,-2.611713818,3.139061978,-2.793660521,48,-2.408964867,3.077312535,-3.293039464,6,-4.233705423,3.278536606,-1.633852615,12,-3.590625349,3.13518158,-2.387569739,6,-2.947545276,2.76825607,-5.274041444,6,-4.233705423,3.278536606,-1.633852615,9,-3.183324645,3.161332318,-3.267315463,33,-2.099852126,3.161332318,-3.267315463,0,NA,,,33,-2.099852126,3.069771458,-2.522333612,9,-3.183324645,3.069771458,-2.522333612,0,NA,,
20150924,1176,-0.923323662,3.032390988,-2.742895487,474,-1.342396908,3.045338082,-3.535659428,241,-0.362529123,3.029069849,-2.696038739,19,-2.745854236,3.130929602,-2.771248919,17,-2.587687913,3.06875315,-3.24798361,2,-4.090267983,3.278536606,-1.633852615,5,-1.9250784,3.134336826,-2.35974139,3,-0.481618678,2.780651189,-4.916799514,2,-4.090267983,3.278536606,-1.633852615,4,-2.9296875,3.154560223,-3.267903309,10,-3.082708848,3.154560223,-3.267903309,0,NA,,,10,-3.082708848,3.041172295,-2.469704948,4,-2.9296875,3.041172295,-2.469704948,0,NA,,
20150925,1172,-1.219748338,3.03538004,-2.732290609,489,-1.124631187,3.048901887,-3.634884591,217,-1.227616551,3.021985234,-2.699214198,21,-3.781015417,3.113370715,-2.756100775,13,-2.100894292,3.056188857,-3.247711411,8,-6.511212245,3.232050923,-1.622375131,13,-4.873964243,3.084784811,-2.318186985,5,-2.254367441,2.730584993,-4.679503587,8,-6.511212245,3.232050923,-1.622375131,0,0,3.151865593,-3.289311851,8,-2.004973574,3.151865593,-3.289311851,0,NA,,,8,-2.004973574,3.041172295,-2.469704948,0,0,3.041172295,-2.469704948,0,NA,,
20150926,849,-1.068785712,3.030708547,-2.731425262,364,-0.956293768,3.044069401,-3.580188886,117,-0.882931437,3.013607128,-2.70201333,14,-2.285139447,3.111759768,-2.766368875,14,-2.285139447,3.054655963,-3.257778295,0,0,3.232050923,-1.622375131,1,-0.58254404,3.078364578,-2.303607957,1,-0.58254404,2.723354277,-4.515463795,0,0,3.232050923,-1.622375131,5,-2.232195753,3.148801063,-3.293182517,8,-2.531053683,3.148801063,-3.293182517,0,NA,,,8,-2.531053683,3.053677348,-2.545567549,5,-2.232195753,3.053677348,-2.545567549,0,NA,,
20150927,862,-0.627491248,3.023978964,-2.764058894,383,-0.613767261,3.035770939,-3.289910617,113,-1.013829466,3.004016543,-2.7505863,38,-1.241498717,3.111773797,-2.874674928,36,-0.928739443,3.053118857,-3.4264035,2,-6.871165644,3.232050923,-1.622375131,7,-2.934272835,3.072857041,-2.33371254,5,-1.359515712,2.711245229,-4.670640488,2,-6.871165644,3.232050923,-1.622375131,14,-0.410419997,3.138611935,-3.39053965,17,-1.22889185,3.138611935,-3.39053965,0,NA,,,17,-1.22889185,3.0941713,-2.859450243,14,-0.410419997,3.0941713,-2.859450243,0,NA,,
20150928,1061,-0.909341574,3.02050343,-2.77904196,434,-1.065701409,3.030478061,-4.372530628,176,-0.648320739,3.006333893,-2.738798089,29,-2.294167452,3.121186071,-2.988735366,21,-2.284436186,3.067078824,-3.488074408,8,-2.319712025,3.259238659,-1.813882789,9,-2.225594108,3.075068733,-2.492541675,1,-1.472650771,2.711245229,-4.670640488,8,-2.319712025,3.259238659,-1.813882789,5,-2.762728242,3.157772316,-3.508647289,15,-2.179124529,3.157772316,-3.508647289,0,NA,,,15,-2.179124529,3.09475995,-2.820539081,5,-2.762728242,3.09475995,-2.820539081,0,NA,,
20150929,1057,-1.085370004,3.029032704,-2.787195806,512,-1.186862267,3.041909153,-4.372795799,125,-0.52772031,3.021692516,-2.757057727,39,-1.777877898,3.090739936,-2.85769532,33,-1.791454211,3.045744948,-3.258196346,6,-1.703208176,3.210111822,-1.839626964,10,-1.905074274,3.034772256,-2.476648362,4,-2.20787342,2.692867961,-4.42224879,6,-1.703208176,3.210111822,-1.839626964,13,-1.818900717,3.152481185,-3.268511986,16,-1.665049124,3.152481185,-3.268511986,0,NA,,,16,-1.665049124,3.015748939,-2.641557151,13,-1.818900717,3.015748939,-2.641557151,0,NA,,
20150930,1140,-1.148797444,3.037293146,-2.788783808,512,-0.916780676,3.045481212,-3.506234893,157,-1.281905385,3.042230039,-2.756678551,27,-2.902020027,3.104575548,-2.953867162,17,-2.635604865,3.039392331,-3.27770684,10,-3.354925802,3.307499391,-2.160034394,13,-3.51188899,3.08898236,-2.737172474,3,-4.035099615,2.677706653,-4.595363484,10,-3.354925802,3.307499391,-2.160034394,2,-5.01593901,3.151198607,-3.268244215,12,-1.88900882,3.151198607,-3.268244215,0,NA,,,12,-1.88900882,3.005079557,-2.64156528,2,-5.01593901,3.005079557,-2.64156528,0,NA,,
20151001,1116,-1.11889953,3.13129485,-2.798830952,510,-0.82051412,3.01769723,-3.91106169,142,-1.774693078,3.464000406,-2.498369548,22,-2.954375848,3.483334086,-1.119926413,16,-2.437600385,3.524954292,-1.155151433,6,-4.33244375,3.623492667,-1.117444744,12,-4.732050801,3.241374882,-1.259959767,6,-5.131657852,2.985846732,-1.466125586,6,-4.33244375,3.623492667,-1.117444744,3,-4.608251988,4.140075102,-0.75171668,7,0.801870988,4.140075102,-0.75171668,0,NA,,,7,0.801870988,3.198300227,-1.365992903,3,-4.608251988,3.198300227,-1.365992903,0,NA,,
20151002,1033,-0.733958884,3.020346024,-3.234415587,441,-0.836798676,2.986379896,-4.323138304,188,-0.654483011,3.169309834,-3.274797091,36,-1.75768885,3.273659684,-2.257341106,26,-1.632733947,3.801941727,-2.547835223,10,-2.082571598,2.757233314,-1.953085922,15,-2.065874835,2.839542395,-1.961298939,5,-2.03248131,3.23444501,-2.065702397,10,-2.082571598,2.757233314,-1.953085922,12,-1.562295806,4.784314203,-2.204619325,9,-1.504569601,4.784314203,-2.204619325,0,NA,,,9,-1.504569601,3.430932477,-4.631658777,12,-1.562295806,3.430932477,-4.631658777,0,NA,,
20151003,743,-0.740139958,2.947947184,-3.334720048,335,-0.71900571,2.994278253,-3.908111363,114,-0.845007761,2.942571479,-3.03287426,12,-1.385055488,3.102865771,-2.291613594,8,-0.698264359,3.455787174,-2.629729386,4,-2.758637747,2.682137139,-1.915547601,4,-2.758637747,2.780224305,-1.934248111,0,NA,3.23444501,-2.065702397,4,-2.758637747,2.682137139,-1.915547601,2,-3.271028037,3.866353322,-2.45173257,6,0.159323534,3.866353322,-2.45173257,0,NA,,,6,0.159323534,3.133838425,-4.497667635,2,-3.271028037,3.133838425,-4.497667635,0,NA,,
20151004,675,-1.099431374,2.894713625,-3.132674537,332,-1.067252391,2.958815876,-4.786695451,72,-1.139322972,2.859792111,-2.96768296,24,-0.589365528,2.850466416,-2.2940948,24,-0.589365528,2.93626962,-2.507068401,0,0,2.682137139,-1.915547601,4,-0.046071248,2.743056943,-1.803671364,4,-0.046071248,2.897096756,-1.67542509,0,0,2.682137139,-1.915547601,11,-0.039118665,3.193033281,-3.388749951,9,-1.503353596,3.193033281,-3.388749951,0,NA,,,9,-1.503353596,2.677343963,-2.648737543,11,-0.039118665,2.677343963,-2.648737543,0,NA,,
20151005,936,-1.46670694,2.868842073,-2.766960532,458,-1.396832236,2.904308173,-3.782498394,108,-1.031116306,2.846839609,-2.541814951,25,-1.808321363,2.659784091,-1.875072673,25,-1.808321363,2.663457792,-1.870917308,0,0,2.682137139,-1.915547601,2,-0.973498269,2.716592847,-1.82172538,2,-0.973498269,2.814138484,-1.732568419,0,0,2.682137139,-1.915547601,6,-1.230858325,2.929592477,-2.119428332,17,-2.110346328,2.929592477,-2.119428332,0,NA,,,17,-2.110346328,2.199538109,-1.6081574,6,-1.230858325,2.199538109,-1.6081574,0,NA,,
20151006,959,-1.424807706,2.938808824,-2.660019213,477,-1.291084116,2.966152193,-2.910177748,106,-1.265603091,2.984227505,-2.434796163,28,-2.124468887,2.705207649,-1.890065663,22,-1.925146938,2.736680073,-1.915171342,6,-2.855316032,2.618348701,-1.818356769,7,-3.085607164,2.673973096,-1.812031108,1,-4.467353952,2.803896997,-1.834288759,6,-2.855316032,2.618348701,-1.818356769,5,-3.477349358,3.031575041,-2.072947315,16,-1.281195743,3.031575041,-2.072947315,0,NA,,,16,-1.281195743,2.201800894,-1.670252464,5,-3.477349358,2.201800894,-1.670252464,0,NA,,
20151007,1098,-1.468487337,2.979656904,-2.55630071,552,-1.383151769,3.002992565,-3.021329755,111,-0.960036454,3.001543659,-2.447736385,62,-2.119878651,2.760541465,-2.334393484,42,-1.648864142,2.695633792,-1.931676894,20,-3.109009118,2.871096199,-5.03385049,22,-3.199432723,2.88642883,-3.671624199,2,-4.103668765,2.90548231,-2.228072562,20,-3.109009118,2.871096199,-5.03385049,8,-0.51277948,2.781593954,-1.900307292,32,-1.779460019,2.781593954,-1.900307292,0,NA,,,32,-1.779460019,2.427551373,-1.867498747,8,-0.51277948,2.427551373,-1.867498747,0,NA,,
20151008,1170,-1.183519646,3.0695544,-2.626130088,556,-1.137513738,3.100444837,-3.210652383,118,-0.759384122,3.046509254,-2.472445665,51,-1.8130049,2.887294666,-2.472271294,39,-1.562880267,2.88923141,-2.103959531,12,-2.625909959,2.82159152,-4.678322302,15,-2.504067145,2.928499293,-4.304109801,3,-2.016695888,3.242591124,-3.631510937,12,-2.625909959,2.82159152,-4.678322302,0,0,2.975384865,-1.982242391,36,-1.525062298,2.975384865,-1.982242391,0,NA,,,36,-1.525062298,2.427551373,-1.867498747,0,0,2.427551373,-1.867498747,0,NA,,
20151009,999,-1.02936087,3.08068024,-2.672221891,481,-0.974744385,3.109597406,-3.222961565,105,-1.22241131,3.043300114,-2.45932469,28,-1.738203515,2.94143888,-2.49209896,22,-1.791069466,2.917900895,-2.258699295,6,-1.544361697,3.000592787,-3.484607178,9,-1.114223564,3.045427644,-3.431934223,3,-0.253947297,3.21628021,-3.342500445,6,-1.544361697,3.000592787,-3.484607178,2,-0.808843354,3.024318884,-2.275006227,17,-2.177882332,3.024318884,-2.275006227,0,NA,,,17,-2.177882332,2.409910964,-1.767240127,2,-0.808843354,2.409910964,-1.767240127,0,NA,,
20151010,621,-0.951107237,3.072523395,-2.696773537,311,-0.961265863,3.102997315,-2.991584171,54,-0.920344112,3.018574798,-2.467067893,14,-1.371355291,2.910722609,-2.45099856,14,-1.371355291,2.878680867,-2.227559126,0,0,3.000592787,-3.484607178,2,-0.191570881,3.04057402,-3.35673857,2,-0.191570881,3.191314819,-3.10008125,0,0,3.000592787,-3.484607178,6,-1.49852981,3.002801748,-2.160322169,6,-1.637442242,3.002801748,-2.160322169,0,NA,,,6,-1.637442242,2.387048383,-2.047449857,6,-1.49852981,2.387048383,-2.047449857,0,NA,,
20151011,598,-1.149352786,3.066173711,-2.689171685,345,-1.060662246,3.083223372,-3.397890094,33,-0.52865569,3.018374432,-2.458321144,12,-2.197508992,2.88705477,-2.462328055,12,-2.197508992,2.848819478,-2.24363345,0,0,3.000592787,-3.484607178,1,0.749766357,3.04057402,-3.35673857,1,0.749766357,3.191314819,-3.10008125,0,0,3.000592787,-3.484607178,2,-3.4375,2.963966612,-2.164303217,9,-2.249430474,2.963966612,-2.164303217,0,NA,,,9,-2.249430474,2.368739743,-2.10867756,2,-3.4375,2.368739743,-2.10867756,0,NA,,
20151012,678,-1.088914983,3.061539602,-2.692864502,331,-1.193022723,3.088154947,-4.12850078,83,-1.362026596,3.004076589,-2.535404415,15,-2.528825711,2.902978525,-2.57948661,15,-2.528825711,2.872672102,-2.3818344,0,0,3.000592787,-3.484607178,1,-2.506265664,3.046367633,-3.45271225,1,-2.506265664,3.205719663,-3.418709261,0,0,3.000592787,-3.484607178,1,-2.083333333,2.991624092,-2.325178568,13,-2.564829744,2.991624092,-2.325178568,0,NA,,,13,-2.564829744,2.368739743,-2.10867756,1,-2.083333333,2.368739743,-2.10867756,0,NA,,
20151013,876,-1.024674552,3.069421308,-2.720908074,452,-1.240573499,3.112506834,-3.023338274,78,-0.698377463,3.001706903,-2.59756045,40,-2.548830948,2.973774424,-2.845993586,36,-2.968883756,2.936837034,-2.557279471,4,1.231644323,3.084461815,-4.447581017,12,-2.671194793,3.080805917,-4.043711994,8,-4.62261435,3.102423374,-3.331815102,4,1.231644323,3.084461815,-4.447581017,4,-2.169602987,3.053939407,-2.60808886,24,-2.550853686,3.053939407,-2.60808886,0,NA,,,24,-2.550853686,2.530034104,-2.115090885,4,-2.169602987,2.530034104,-2.115090885,0,NA,,
20151014,996,-1.229563054,3.062551992,-2.695570461,480,-1.128714794,3.100762165,-4.21409964,111,-1.492559166,3.004366569,-2.596377696,33,-2.600902276,2.970383311,-2.831212009,29,-2.3590478,2.934352728,-2.555352518,4,-4.354347228,3.084461815,-4.447581017,13,-3.658184511,3.063646205,-4.069638102,9,-3.348778859,3.04596106,-3.445646141,4,-4.354347228,3.084461815,-4.447581017,1,0.88028169,3.052126041,-2.558857898,19,-2.060718851,3.052126041,-2.558857898,0,NA,,,19,-2.060718851,2.527911591,-2.163512121,1,0.88028169,2.527911591,-2.163512121,0,NA,,
20151015,885,-1.250433578,3.049378594,-2.666494624,446,-1.100512702,3.091713027,-7.473820844,101,-1.487535098,2.974337459,-2.568175984,49,-3.054678765,3.030195504,-3.010056805,41,-3.15497159,3.007654128,-2.736208335,8,-2.540678036,3.101159934,-4.625152514,19,-3.794613163,3.061587926,-3.942218497,11,-4.706565983,2.998422504,-3.043697036,8,-2.540678036,3.101159934,-4.625152514,6,-2.409309466,3.057435921,-2.516654181,24,-2.630239691,3.057435921,-2.516654181,0,NA,,,24,-2.630239691,2.890021336,-3.371647937,6,-2.409309466,2.890021336,-3.371647937,0,NA,,
20151016,933,-1.105515019,3.039588277,-2.663696593,448,-1.095410301,3.077346965,-3.232762796,100,-1.096817864,2.969242518,-2.560231092,37,-2.513897826,2.98444545,-3.114974838,35,-2.395979713,2.966293939,-2.923387513,2,-4.577464789,3.056646872,-4.136386515,17,-4.229455512,2.953284615,-3.617180856,15,-4.183054275,2.796526248,-2.974923022,2,-4.577464789,3.056646872,-4.136386515,4,-1.481297765,3.054199496,-2.754408764,16,-0.949267799,3.054199496,-2.754408764,0,NA,,,16,-0.949267799,2.853378414,-3.525215955,4,-1.481297765,2.853378414,-3.525215955,0,NA,,
20151017,640,-1.06454464,3.03213261,-2.664763895,343,-1.026329822,3.066243024,-42.94400502,46,-0.73467345,2.958177611,-2.576015665,21,-1.564341802,2.953330065,-3.072263717,19,-1.309006735,2.927841009,-2.880594954,2,-3.990024938,3.056646872,-4.136386515,3,-2.384078435,2.953284615,-3.617180856,1,0.82781457,2.796526248,-2.974923022,2,-3.990024938,3.056646872,-4.136386515,0,0,2.989061287,-2.703533281,18,-1.42771903,2.989061287,-2.703533281,0,NA,,,18,-1.42771903,2.853378414,-3.525215955,0,0,2.853378414,-3.525215955,0,NA,,
20151018,573,-0.708339621,3.031142214,-2.70147496,298,-0.643632224,3.0600277,-3.318241012,44,-0.536596029,2.972402648,-2.596559822,21,-1.864688999,2.956868013,-3.084946878,17,-1.257586385,2.944567954,-2.958644713,4,-4.444875109,3.012708861,-3.708772079,9,-2.505343578,2.905384295,-3.645066849,5,-0.953718354,2.762999436,-3.562918706,4,-4.444875109,3.012708861,-3.708772079,1,0,3.030424363,-2.707274839,11,-1.510034253,3.030424363,-2.707274839,0,NA,,,11,-1.510034253,2.839559625,-3.493709948,1,0,2.839559625,-3.493709948,0,NA,,
20151019,735,-0.825809846,3.022486464,-2.726305025,367,-0.978841892,3.052047307,-3.894716448,77,-1.042679579,2.956910941,-2.607906486,34,-2.638863224,2.980239212,-3.001379895,30,-2.454142959,2.948316887,-2.843411214,4,-4.024265209,3.108516966,-3.793027305,6,-3.763700839,2.978518354,-3.528386858,2,-3.2425721,2.797818236,-3.181186481,4,-4.024265209,3.108516966,-3.793027305,7,-2.290804952,3.009267644,-2.716424158,21,-2.433500472,3.009267644,-2.716424158,0,NA,,,21,-2.433500472,2.907994145,-3.032827148,7,-2.290804952,2.907994145,-3.032827148,0,NA,,
20151020,908,-0.914870051,3.035236569,-2.763324036,427,-0.945246563,3.073791228,-3.60202716,95,-1.276139025,2.976635355,-2.667959699,25,-1.597698906,3.106853375,-2.81012216,25,-1.597698906,3.105346796,-2.643693346,0,0,3.108516966,-3.793027305,2,-2.081165453,3.237515911,-3.308443451,2,-2.081165453,3.411339183,-2.8493744,0,0,3.108516966,-3.793027305,4,-2.564102564,3.081475371,-2.49423962,19,-1.343354289,3.081475371,-2.49423962,0,NA,,,19,-1.343354289,2.907994145,-3.032827148,4,-2.564102564,2.907994145,-3.032827148,0,NA,,
20151021,196,-1.173996919,3.039676502,-2.76500132,88,-0.720645396,3.082541039,-10.24170476,21,-2.83648375,2.978904277,-2.669785636,5,-2.784503632,3.106853375,-2.81012216,5,-2.784503632,3.105346796,-2.643693346,0,0,3.108516966,-3.793027305,1,-2.784503632,3.237515911,-3.308443451,1,-2.784503632,3.411339183,-2.8493744,0,0,3.108516966,-3.793027305,4,-2.784503632,3.081475371,-2.49423962,0,NA,3.081475371,-2.49423962,0,NA,,,0,NA,2.907994145,-3.032827148,4,-2.784503632,2.907994145,-3.032827148,0,NA,,
20151022,99,-1.793972846,3.041908728,-2.756906442,50,-1.245174888,3.088948332,-5.560893833,17,-3.475407165,2.974054358,-2.657150906,6,-8.106722221,3.101347224,-2.764274492,0,NA,3.105346796,-2.643693346,6,-8.106722221,3.087817212,-3.381663778,6,-8.106722221,3.220341574,-3.127555906,0,NA,3.411339183,-2.8493744,6,-8.106722221,3.087817212,-3.381663778,0,0,3.081475371,-2.49423962,0,NA,3.081475371,-2.49423962,0,NA,,,0,NA,2.907994145,-3.032827148,0,0,2.907994145,-3.032827148,0,NA,,
20151023,1011,-0.964568661,3.03736164,-2.771502842,504,-0.991765846,3.088572181,-4.091909282,132,-1.210186473,2.967220956,-2.613148534,31,-3.049332138,3.061112338,-2.722461616,23,-1.994082478,3.075709233,-2.66260495,8,-6.08317491,3.013123182,-2.983781856,13,-5.33634155,3.133312756,-2.802773881,5,-4.141408172,3.304205713,-2.599205048,8,-6.08317491,3.013123182,-2.983781856,5,-2.310285272,3.074584129,-2.569370089,13,-1.04657152,3.074584129,-2.569370089,0,NA,,,13,-1.04657152,2.853203653,-3.141667045,5,-2.310285272,2.853203653,-3.141667045,0,NA,,
20151024,673,-1.60169328,3.036285766,-2.726246732,321,-1.940372848,3.079371382,-3.717700991,65,-0.95699025,2.964951516,-2.603720869,12,-2.464033093,3.052658971,-2.729437827,10,-1.984833491,3.067658947,-2.691015156,2,-4.860031104,3.004536673,-2.893473895,4,-3.516864573,3.121971867,-2.767213101,2,-2.173698042,3.290054735,-2.62175256,2,-4.860031104,3.004536673,-2.893473895,2,0.192302502,3.072348114,-2.598876709,6,-2.647590638,3.072348114,-2.598876709,0,NA,,,6,-2.647590638,2.831308979,-3.169347477,2,0.192302502,2.831308979,-3.169347477,0,NA,,
20151025,826,-0.650544497,3.017849692,-2.757055775,385,-0.566462094,3.056246894,-3.645390555,61,-0.571646765,2.961809983,-2.67328901,41,-0.784477493,3.005098373,-2.72202252,39,-0.762789858,3.00973659,-2.684586229,2,-1.207386364,2.995315617,-2.887607169,12,-1.569680875,3.079328975,-2.764211591,10,-1.642139777,3.19432693,-2.632541058,2,-1.207386364,2.995315617,-2.887607169,7,-1.90384628,3.016565959,-2.599314327,22,-2.19E-05,3.016565959,-2.599314327,0,NA,,,22,-2.19E-05,2.796462236,-3.11329433,7,-1.90384628,2.796462236,-3.11329433,0,NA,,
20151026,1217,-0.37756,2.996877533,-2.844938788,585,-0.166114626,3.035545402,-3.455460808,124,-0.717015384,2.929651678,-2.713821251,23,-0.739794691,2.964352166,-2.742775265,21,-0.963188415,2.973497101,-2.689372638,2,1.605839416,2.93714429,-2.966156526,9,-0.8803974,3.013330357,-2.827335932,7,-1.590750776,3.120454466,-2.674120586,2,1.605839416,2.93714429,-2.966156526,4,-2.052326812,2.987618152,-2.626907178,10,-0.088239404,2.987618152,-2.626907178,0,NA,,,10,-0.088239404,2.773230544,-2.964310413,4,-2.052326812,2.773230544,-2.964310413,0,NA,,
20151027,982,-0.906176259,2.986761505,-2.852937731,469,-0.918749684,3.017485222,-9.024638767,116,-0.874535048,2.922194836,-2.691139736,23,-1.891295811,2.949515014,-2.651635117,17,-2.235755765,2.987713739,-2.663368109,6,-0.915325941,2.823138607,-2.613096679,14,-2.190940932,2.954962788,-2.562201715,8,-3.147652176,3.122446892,-2.504161249,6,-0.915325941,2.823138607,-2.613096679,0,0,2.999903839,-2.658226248,9,-1.425181178,2.999903839,-2.658226248,0,NA,,,9,-1.425181178,2.773230544,-2.964310413,0,0,2.773230544,-2.964310413,0,NA,,
20151028,868,-0.971373516,2.981172498,-2.855397914,421,-0.926105988,3.010843104,-3.713478518,114,-1.248861008,2.911790711,-2.66756909,23,-0.845485137,3.008530264,-2.663692013,21,-0.913434845,3.064185385,-2.675288074,2,-0.132013201,2.810464688,-2.617906338,4,-0.58602703,2.953004411,-2.542965101,2,-1.040040859,3.132270739,-2.458187305,2,-0.132013201,2.810464688,-2.617906338,0,0,3.118500992,-2.696528726,19,-0.900107897,3.118500992,-2.696528726,0,NA,,,19,-0.900107897,2.773230544,-2.964310413,0,0,2.773230544,-2.964310413,0,NA,,
20151029,945,-0.988426485,2.978052084,-2.858416125,458,-0.630647196,3.003672807,-5.427596929,129,-2.470869886,2.907550007,-2.702191477,28,-2.713324547,3.038447473,-2.811427997,28,-2.713324547,3.099999547,-2.863135373,0,0,2.810464688,-2.617906338,6,-2.531519254,2.958296744,-2.655405274,6,-2.531519254,3.137982485,-2.696284719,0,0,2.810464688,-2.617906338,6,-0.216207047,3.148485082,-2.787169995,16,-3.717920594,3.148485082,-2.787169995,0,NA,,,16,-3.717920594,2.876138289,-3.553554331,6,-0.216207047,2.876138289,-3.553554331,0,NA,,
20151030,1065,-1.290954108,2.985204595,-2.836426884,510,-1.044607818,3.015408255,-4.175854911,142,-2.275133225,2.922703159,-2.71546021,26,-2.42131027,3.054414653,-2.829599351,20,-2.070367988,3.118946364,-2.885110554,6,-3.591117879,2.810464688,-2.617906338,16,-3.125984791,2.935875673,-2.639670331,10,-2.846904939,3.085484992,-2.664312521,6,-3.591117879,2.810464688,-2.617906338,6,1.029506271,3.197012071,-2.772733323,4,-4.778836999,3.197012071,-2.772733323,0,NA,,,4,-4.778836999,2.877904916,-3.941826864,6,1.029506271,2.877904916,-3.941826864,0,NA,,
20151031,690,-1.595036736,2.992075342,-2.804193457,326,-1.415475434,3.025879923,-3.356373482,71,-2.614454477,2.918908723,-2.682688156,16,-2.738536644,3.084610268,-2.925094412,14,-2.770234117,3.158021807,-3.023311091,2,-2.51665433,2.803130584,-2.568317519,10,-2.733290048,2.997241676,-2.81614152,8,-2.787448977,3.213860914,-3.111004234,2,-2.51665433,2.803130584,-2.568317519,1,-2.150537634,3.194586397,-2.761658192,5,-2.866629639,3.194586397,-2.761658192,0,NA,,,5,-2.866629639,2.940973733,-4.365174452,1,-2.150537634,2.940973733,-4.365174452,0,NA,,
20151101,590,-0.894415053,2.695004959,-3.010990521,325,-1.025222623,2.618097772,-5.461287147,38,-0.892283002,2.540056982,-7.644194107,32,-1.854740582,2.331843902,-2.633317082,32,-1.854740582,2.331843902,-2.633317082,0,0,,,20,-1.717541194,2.341412418,-2.357749197,20,-1.717541194,2.341412418,-2.357749197,0,0,,,4,-1.051139299,2.264054046,-4.270008293,8,-2.599539694,2.264054046,-4.270008293,0,NA,,,8,-2.599539694,2.04171314,-0.627188435,4,-1.051139299,2.04171314,-0.627188435,0,NA,,
20151102,788,-0.959299259,2.814763732,-3.019584802,412,-0.933569636,2.741931002,-4.64679101,79,-1.331472153,2.85449121,-4.193977814,42,-0.898553847,2.631409152,-2.485242962,38,-0.966353516,2.653354585,-2.517296067,4,-0.254456996,0,0,16,-1.037090629,2.189288989,-3.176930208,12,-1.297968506,2.233964111,-3.384324823,4,-0.254456996,0,0,7,-0.572016402,3.071410445,-3.486894752,19,-0.902194564,3.071410445,-3.486894752,0,NA,,,19,-0.902194564,2.201036881,-1.022043258,7,-0.572016402,2.201036881,-1.022043258,0,NA,,
